links_result	link	flow_gpm	velocity_fps	headloss
0:00:00	1                    8.05      0.46      1.77
0:00:00	2                    3.75      0.21      0.43
0:00:00	3                   26.66      0.54      1.35
0:00:00	4                    2.08      0.12      0.14
0:00:00	5                    8.53      0.48      1.97
0:00:00	6                   28.80      0.92      4.62
0:00:00	7                   38.59      0.55      1.10
0:00:00	8                    2.74      0.16      0.24
0:00:00	9                    5.85      0.33      0.98
0:00:00	10                   4.69      0.27      0.65
0:00:00	11                   5.87      0.33      0.98
0:00:00	12                   3.22      0.18      0.32
0:00:00	13                  -2.38      0.13      0.19
0:00:00	14                   7.10      0.40      1.40
0:00:00	15                  14.22      0.45      1.25
0:00:00	16                  86.89      0.55      0.69
0:00:00	17                   2.33      0.13      0.18
0:00:00	18                  15.16      0.48      1.41
0:00:00	19                 108.72      0.55      0.62
0:00:00	20                 128.42      1.02      2.52
0:00:00	21                  20.48      0.29      0.34
0:00:00	22                 -12.33      0.25      0.32
0:00:00	23                  43.93      0.35      0.34
0:00:00	24                  59.90      0.48      0.61
0:00:00	25                  -1.79      0.10      0.11
0:00:00	26                  13.27      0.19      0.15
0:00:00	27                   7.02      0.40      1.37
0:00:00	28                   6.31      0.36      1.13
0:00:00	29                   3.51      0.20      0.38
0:00:00	30                   8.51      0.48      1.96
0:00:00	31                   2.62      0.15      0.22
0:00:00	32                -195.81      0.51      0.36
0:00:00	33                  -6.99      0.40      1.36
0:00:00	34                  -3.78      0.21      0.44
1:00:00	1                    8.05      0.46      1.77
1:00:00	2                    3.75      0.21      0.43
1:00:00	3                   26.66      0.54      1.35
1:00:00	4                    2.08      0.12      0.14
1:00:00	5                    8.53      0.48      1.97
1:00:00	6                   28.80      0.92      4.62
1:00:00	7                   38.59      0.55      1.10
1:00:00	8                    2.74      0.16      0.24
1:00:00	9                    5.85      0.33      0.98
1:00:00	10                   4.69      0.27      0.65
1:00:00	11                   5.87      0.33      0.98
1:00:00	12                   3.22      0.18      0.32
1:00:00	13                  -2.38      0.13      0.19
1:00:00	14                   7.10      0.40      1.40
1:00:00	15                  14.22      0.45      1.25
1:00:00	16                  86.89      0.55      0.69
1:00:00	17                   2.33      0.13      0.18
1:00:00	18                  15.16      0.48      1.41
1:00:00	19                 108.72      0.55      0.62
1:00:00	20                 128.42      1.02      2.52
1:00:00	21                  20.48      0.29      0.34
1:00:00	22                 -12.33      0.25      0.32
1:00:00	23                  43.93      0.35      0.34
1:00:00	24                  59.90      0.48      0.61
1:00:00	25                  -1.79      0.10      0.11
1:00:00	26                  13.27      0.19      0.15
1:00:00	27                   7.02      0.40      1.37
1:00:00	28                   6.31      0.36      1.13
1:00:00	29                   3.51      0.20      0.38
1:00:00	30                   8.51      0.48      1.96
1:00:00	31                   2.62      0.15      0.22
1:00:00	32                -195.81      0.51      0.36
1:00:00	33                  -6.99      0.40      1.36
1:00:00	34                  -3.78      0.21      0.44
2:00:00	1                    8.05      0.46      1.77
2:00:00	2                    3.75      0.21      0.43
2:00:00	3                   26.66      0.54      1.35
