node_result	node	demand_gpm	head_ft	pressure_psi	Quality
0:00:00	0                    1.19    659.54    122.83      0.00
0:00:00	1                    0.00    424.95    100.94      0.00
0:00:00	2                    1.29    659.54    128.43      0.00
0:00:00	3                    6.86    659.56    100.31      0.00
0:00:00	4                    5.98    659.57     78.75      0.00
0:00:00	5                    5.51    659.60     71.65      0.00
0:00:00	6                    2.89    659.63     67.00      0.00
0:00:00	7                    0.00    659.63     53.90      0.00
0:00:00	8                    2.40    659.69     72.04      0.00
0:00:00	9                    0.00    659.71     74.28      0.00
0:00:00	10                   0.53    579.55    106.56      0.00
0:00:00	11                   1.64    579.55    102.02      0.00
0:00:00	12                   0.04    579.55     86.68      0.00
0:00:00	13                   0.00    579.55    109.89      0.00
0:00:00	14                   0.00    579.55     70.50      0.00
0:00:00	15                   2.06    659.56    102.29      0.00
0:00:00	16                   0.00    579.55     85.17      0.00
0:00:00	17                  40.12    659.51    118.92      0.00
0:00:00	18                   9.64    659.76     78.69      0.00
0:00:00	19                   7.18    859.03    130.03      0.00
0:00:00	20                   4.02    859.03    104.56      0.00
0:00:00	21                   0.00    859.21     89.60      0.00
0:00:00	22                   6.69    859.30    101.11      0.00
0:00:00	23                   4.98    859.58    110.59      0.00
0:00:00	24                   0.00    859.27     96.48      0.00
0:00:00	25                   9.31    859.25     88.96      0.00
0:00:00	26                   0.00    859.22     76.17      0.00
0:00:00	27                  19.41    859.21     73.04      0.00
0:00:00	28                   3.26    859.20     68.25      0.00
0:00:00	29                   0.00    859.06      5.54      0.00
0:00:00	30                 182.15    859.87     97.00      0.00
0:00:00	31                   3.70    859.60    112.30      0.00
0:00:00	32                   9.61    859.51    101.25      0.00
0:00:00	33                   1.50    859.49    102.57      0.00
0:00:00	34                  57.77    863.72    287.59      0.00
0:00:00	35                  14.41    859.03     89.72      0.00
0:00:00	36                   0.00    859.03     97.46      0.00
0:00:00	37                   5.13    859.03     78.85      0.00
0:00:00	38                   0.00    859.03     92.08      0.00
0:00:00	39                   7.66    859.03     67.53      0.00
0:00:00	40                   5.29    859.04     50.87      0.00
0:00:00	41                   4.76    859.04     68.82      0.00
0:00:00	42                  17.81    859.04     56.76      0.00
0:00:00	43                   5.16    859.25     89.33      0.00
0:00:00	44                   8.06    859.22     78.31      0.00
0:00:00	45                  30.59    952.85     89.05      0.00
0:00:00	46                   6.81    952.85     57.46      0.00
0:00:00	47                   0.00    859.22     94.79      0.00
0:00:00	48                   0.00    859.25     96.10      0.00
0:00:00	49                   1.78    859.27    101.99      0.00
0:00:00	50                   5.95    859.25    107.53      0.00
0:00:00	51                   4.70    859.24    102.07      0.00
0:00:00	52                   7.67    859.24    106.58      0.00
0:00:00	53                   4.73    859.59    109.17      0.00
0:00:00	54                   6.54    859.59    111.57      0.00
0:00:00	55                   4.80    859.59    111.03      0.00
0:00:00	56                   0.00    859.59    109.47      0.00
0:00:00	57                   0.67    859.49    104.65      0.00
0:00:00	58                  34.35    859.48    108.01      0.00
0:00:00	59                   0.00    859.47    103.35      0.00
0:00:00	60                   0.00    859.47    102.04      0.00
0:00:00	61                   0.00    859.47    101.43      0.00
0:00:00	62                   0.00    859.47    101.42      0.00
0:00:00	63                   0.00    859.47    102.05      0.00
0:00:00	64                   0.00    859.47    102.41      0.00
0:00:00	65                   0.00    859.47    104.04      0.00
0:00:00	66                   0.00    859.47    103.88      0.00
0:00:00	67                   0.00    859.47    101.81      0.00
0:00:00	68                  32.60    859.47    105.03      0.00
0:00:00	69                   3.84    859.45    101.15      0.00
0:00:00	70                   9.75    859.44    104.14      0.00
0:00:00	71                   3.17    859.44     98.47      0.00
0:00:00	72                   4.36    859.44    102.73      0.00
0:00:00	73                   4.10    859.44    103.59      0.00
0:00:00	74                   1.67    859.44    102.74      0.00
0:00:00	75                   3.97    859.44     99.78      0.00
0:00:00	76                   4.17    859.44    102.64      0.00
0:00:00	77                   2.84    859.44    101.74      0.00
0:00:00	78                   0.00    859.44    104.61      0.00
0:00:00	79                   0.00    859.44    104.66      0.00
0:00:00	80                   0.00    859.44    105.10      0.00
0:00:00	81                   5.40    859.44    102.20      0.00
0:00:00	82                  15.94    859.44    104.29      0.00
0:00:00	83                  11.76    859.44    104.74      0.00
0:00:00	84                   4.49    859.44    103.78      0.00
0:00:00	85                   0.00    859.44    103.64      0.00
0:00:00	86                   0.00    859.44    102.24      0.00
0:00:00	87                   0.00    859.44    102.77      0.00
0:00:00	88                   0.00    859.44    103.02      0.00
