node_result	node	demand_gpm	head_ft	pressure_psi	Quality
0:00:00	1                    3.75     45.97     20.97      0.00
0:00:00	2                    5.31     45.48     20.48      0.00
0:00:00	3                    9.00     46.33     21.33      0.00
0:00:00	4                   11.93     47.72     22.72      0.00
0:00:00	5                    2.62     44.90     19.90      0.00
0:00:00	6                    4.74     46.93     21.93      0.00
0:00:00	7                    4.69     45.01     20.01      0.00
0:00:00	8                    3.91     45.34     20.34      0.00
0:00:00	9                    2.37     45.78     20.78      0.00
0:00:00	10                   4.73     45.86     20.86      0.00
0:00:00	11                   5.29     44.94     19.94      0.00
0:00:00	12                  14.72     47.43     22.43      0.00
0:00:00	13                   4.54     48.18     23.18      0.00
0:00:00	14                   5.85     46.84     21.84      0.00
0:00:00	15                  15.09     46.66     21.66      0.00
0:00:00	16                  10.44     45.38     20.38      0.00
0:00:00	17                   5.32     45.29     20.29      0.00
0:00:00	18                  13.27     44.92     19.92      0.00
0:00:00	19                   7.21     45.00     20.00      0.00
0:00:00	20                  11.12     45.18     20.18      0.00
0:00:00	21                  14.18     45.52     20.52      0.00
0:00:00	22                   8.78     45.48     20.48      0.00
0:00:00	23                   0.71     46.18     21.18      0.00
0:00:00	24                   2.79     45.37     20.37      0.00
0:00:00	25                   7.32     45.04     20.04      0.00
0:00:00	26                   0.00     49.28     24.28      0.00
0:00:00	27                  16.11     44.94     19.94      0.00
0:00:00	28                -195.81     50.00     -0.00      1.50  Reservoir
1:00:00	1                    3.75     45.97     20.97      0.00
1:00:00	2                    5.31     45.48     20.48      0.00
1:00:00	3                    9.00     46.33     21.33      1.44
1:00:00	4                   11.93     47.72     22.72      1.44
1:00:00	5                    2.62     44.90     19.90      0.00
1:00:00	6                    4.74     46.93     21.93      1.44
1:00:00	7                    4.69     45.01     20.01      0.00
1:00:00	8                    3.91     45.34     20.34      0.00
1:00:00	9                    2.37     45.78     20.78      0.00
1:00:00	10                   4.73     45.86     20.86      0.00
1:00:00	11                   5.29     44.94     19.94      0.00
1:00:00	12                  14.72     47.43     22.43      1.44
1:00:00	13                   4.54     48.18     23.18      1.46
1:00:00	14                   5.85     46.84     21.84      1.44
1:00:00	15                  15.09     46.66     21.66      1.40
1:00:00	16                  10.44     45.38     20.38      0.00
1:00:00	17                   5.32     45.29     20.29      1.44
1:00:00	18                  13.27     44.92     19.92      0.00
1:00:00	19                   7.21     45.00     20.00      0.00
1:00:00	20                  11.12     45.18     20.18      0.00
1:00:00	21                  14.18     45.52     20.52      0.00
1:00:00	22                   8.78     45.48     20.48      1.15
1:00:00	23                   0.71     46.18     21.18      1.44
1:00:00	24                   2.79     45.37     20.37      1.44
1:00:00	25                   7.32     45.04     20.04      1.02
1:00:00	26                   0.00     49.28     24.28      1.46
1:00:00	27                  16.11     44.94     19.94      0.00
1:00:00	28                -195.81     50.00     -0.00      1.50  Reservoir
2:00:00	1                    3.75     45.97     20.97      1.38
2:00:00	2                    5.31     45.48     20.48      1.40
2:00:00	3                    9.00     46.33     21.33      1.40
2:00:00	4                   11.93     47.72     22.72      1.42
2:00:00	5                    2.62     44.90     19.90      0.98
2:00:00	6                    4.74     46.93     21.93      1.46
2:00:00	7                    4.69     45.01     20.01      0.67
2:00:00	8                    3.91     45.34     20.34      1.38
2:00:00	9                    2.37     45.78     20.78      1.38
2:00:00	10                   4.73     45.86     20.86      1.40
2:00:00	11                   5.29     44.94     19.94      1.22
2:00:00	12                  14.72     47.43     22.43      1.42
2:00:00	13                   4.54     48.18     23.18      1.46
2:00:00	14                   5.85     46.84     21.84      1.42
2:00:00	15                  15.09     46.66     21.66      1.40
2:00:00	16                  10.44     45.38     20.38      1.35
2:00:00	17                   5.32     45.29     20.29      1.44
2:00:00	18                  13.27     44.92     19.92      0.00
2:00:00	19                   7.21     45.00     20.00      0.00
2:00:00	20                  11.12     45.18     20.18      0.00
2:00:00	21                  14.18     45.52     20.52      1.35
2:00:00	22                   8.78     45.48     20.48      1.11
2:00:00	23                   0.71     46.18     21.18      1.44
2:00:00	24                   2.79     45.37     20.37      1.42
2:00:00	25                   7.32     45.04     20.04      1.41
2:00:00	26                   0.00     49.28     24.28      1.46
2:00:00	27                  16.11     44.94     19.94      0.00
2:00:00	28                -195.81     50.00     -0.00      1.50  Reservoir
3:00:00	1                    3.75     45.97     20.97      1.36
3:00:00	2                    5.31     45.48     20.48      1.40
3:00:00	3                    9.00     46.33     21.33      1.40
3:00:00	4                   11.93     47.72     22.72      1.42
3:00:00	5                    2.62     44.90     19.90      1.36
3:00:00	6                    4.74     46.93     21.93      1.45
3:00:00	7                    4.69     45.01     20.01      1.35
3:00:00	8                    3.91     45.34     20.34      1.37
3:00:00	9                    2.37     45.78     20.78      1.37
3:00:00	10                   4.73     45.86     20.86      1.40
3:00:00	11                   5.29     44.94     19.94      1.36
3:00:00	12                  14.72     47.43     22.43      1.42
3:00:00	13                   4.54     48.18     23.18      1.45
3:00:00	14                   5.85     46.84     21.84      1.44
3:00:00	15                  15.09     46.66     21.66      1.40
3:00:00	16                  10.44     45.38     20.38      1.38
